SiteID;SiteCode;SiteName;Longitude;Latitude;Elevation;Elevation_flag;FullSiteCode;cod_rete;cod_reg;nota
630;88;S.Gavino FF.SS.;8.7904;39.5507;56;1;OD:088;NA;20;NA
631;89;Sardara;8.8197;39.6162;149;1;OD:089;NA;20;NA
632;90;Pabillonis;8.7197;39.5936;40;1;OD:090;NA;20;NA
633;92;Villa Verde - Bannari;8.8211;39.7955;212;1;OD:092;NA;20;NA
634;93;Ales F.C.;8.8213;39.7651;183;1;OD:093;NA;20;NA
635;94;Baradili F.C.;8.8969;39.7194;161;1;OD:094;NA;20;NA
636;95;Mogoro;8.7787;39.6831;138;1;OD:095;NA;20;NA
637;96;Uras FF.SS.;8.7027;39.6993;27;1;OD:096;NA;20;NA
638;99;Arborea;8.5807;39.7739;7;1;OD:099;NA;20;NA
639;100;Marrubiu (C.ra);8.6611;39.7711;37;1;OD:100;NA;20;NA
640;102;S.Anna-Oristano;8.6273;39.8339;12;1;OD:102;NA;20;NA
641;103;S.Giusta;8.6086;39.8747;2;1;OD:103;NA;20;NA
642;104;Sassu Idrovora;8.5761;39.8256;4;1;OD:104;NA;20;NA
643;105;Oristano FF.SS.;8.603;39.9025;11;1;OD:105;NA;20;NA
644;106;Sos Canales (C.M.);9.3138;40.5535;722;1;OD:106;NA;20;NA
645;107;Osidda F.C.;9.1686;40.5272;567;1;OD:107;NA;20;NA
646;108;S.Giovanni- Bitti (C.ra);9.3437;40.4976;755;1;OD:108;NA;20;NA
647;110;Benetutti;9.1697;40.4546;439;1;OD:110;NA;20;NA
648;111;Bottida F.C.;9.0121;40.3867;357;1;OD:111;NA;20;NA
649;113;Illorai;8.9994;40.3528;560;1;OD:113;NA;20;NA
650;114;Rifornitore Tirso;9.0333;40.3259;201;1;OD:114;NA;20;NA
651;115;Sig.ra Marta (C.ra);9.1356;40.3243;363;1;OD:115;NA;20;NA
652;118;Orani;9.1807;40.2508;587;1;OD:118;NA;20;NA
653;119;Bolotana F.C.;8.9595;40.329;547;1;OD:119;NA;20;NA
654;120;Ottana;9.0428;40.2348;198;1;OD:120;NA;20;NA
655;121;Macomer;8.7725;40.2693;558;1;OD:121;NA;20;NA
656;123;Borore;8.8129;40.2214;392;1;OD:123;NA;20;NA
